"province_name","ageclass","mof_exist","ebmn_exist","dla_elderly","dla_disabled","MPI_poor","MPI_health","MPI_education","MPI_income","MPI_living","MPI_accessibility","population"
"กระบี่","ผู้ใหญ่",0,1,"N","N","Y","N","N","N","Y","N",14966
"กระบี่","เด็ก",0,1,"N","N","Y","N","N","N","Y","N",3928
"กระบี่","ผู้ใหญ่",1,1,"Y","Y","N","N","N","N","N","N",6
"กระบี่","เด็กก่อนวัยเรียน",0,1,"N","N","Y","N","Y","Y","N","N",33
"กระบี่","เด็ก",0,1,"N","N","Y","Y","N","N","Y","N",451
"กระบี่","ผู้ใหญ่",0,1,"N","Y","Y","Y","Y","N","Y","N",2
"กระบี่","ผู้สูงอายุ",1,1,"Y","N","Y","Y","Y","Y","Y","N",15
"กระบี่","ผู้สูงอายุ",1,1,"Y","N","Y","N","N","Y","Y","N",258
"กระบี่","ผู้ใหญ่",0,1,"N","Y","Y","N","N","Y","Y","N",18
"กระบี่","เด็กอ่อน",0,1,"N","N","Y","Y","Y","Y","Y","N",6
"กระบี่","ผู้ใหญ่",0,1,"Y","Y","Y","N","N","N","Y","N",7
"กระบี่","ผู้สูงอายุ",1,1,"Y","N","Y","N","N","N","N","Y",5
"กระบี่","ผู้สูงอายุ",0,1,"Y","N","Y","Y","N","Y","Y","Y",2
"กระบี่","เด็กก่อนวัยเรียน",0,1,"N","N","Y","Y","N","Y","Y","N",13
"กระบี่","ผู้ใหญ่",1,1,"Y","Y","Y","N","N","Y","N","N",1
"กระบี่","ผู้ใหญ่",0,1,"N","N","Y","Y","Y","N","Y","N",154
"กระบี่","ผู้ใหญ่",1,1,"N","N","Y","N","N","Y","Y","N",264
"กระบี่","ผู้สูงอายุ",0,1,"Y","Y","Y","Y","Y","N","Y","N",1
"กระบี่","ผู้สูงอายุ",0,1,"Y","N","Y","Y","Y","N","Y","N",15
"กระบี่","ผู้สูงอายุ",0,1,"N","Y","Y","N","N","N","Y","N",3
"กระบี่","ผู้สูงอายุ",0,1,"N","N","Y","N","Y","Y","Y","N",4
"กระบี่","เด็ก",0,1,"N","Y","Y","N","N","Y","N","N",9
"กระบี่","เด็กก่อนวัยเรียน",0,1,"N","N","Y","Y","Y","Y","Y","N",3
"กระบี่","ผู้ใหญ่",1,1,"Y","N","Y","N","Y","Y","Y","N",1
"กระบี่","ผู้ใหญ่",0,1,"Y","Y","Y","Y","N","N","N","N",2
"กระบี่","ผู้ใหญ่",1,1,"N","N","Y","N","N","Y","N","Y",1
"กระบี่","ผู้ใหญ่",1,1,"Y","N","Y","N","N","Y","Y","N",1
"กระบี่","ผู้ใหญ่",1,1,"Y","N","Y","Y","N","Y","N","N",1
"กระบี่","ผู้ใหญ่",0,1,"Y","N","Y","N","Y","Y","N","N",3
"กระบี่","ผู้สูงอายุ",0,1,"Y","N","Y","Y","N","Y","N","Y",1
"กระบี่","ผู้สูงอายุ",1,1,"Y","Y","Y","N","N","Y","N","Y",1
"กระบี่","ผู้ใหญ่",0,1,"N","N","Y","N","N","Y","Y","N",1010
"กระบี่","ผู้ใหญ่",1,1,"N","N","Y","Y","N","N","N","N",404
"กระบี่","ผู้สูงอายุ",1,1,"Y","N","Y","N","N","Y","N","Y",3
"กระบี่","ผู้ใหญ่",1,1,"Y","N","N","N","N","N","N","N",159
"กระบี่","ผู้สูงอายุ",1,1,"N","N","Y","Y","N","N","Y","N",7
"กระบี่","ผู้ใหญ่",0,1,"N","Y","Y","N","N","N","N","Y",4
"กระบี่","ผู้สูงอายุ",1,1,"N","Y","Y","N","N","Y","N","N",1
"กระบี่","ผู้ใหญ่",1,1,"N","Y","Y","N","N","N","N","Y",3
"กระบี่","ผู้ใหญ่",0,1,"Y","N","Y","N","Y","Y","Y","N",1
"กระบี่","ผู้สูงอายุ",1,1,"N","Y","Y","Y","N","N","Y","N",1
"กระบี่","เด็ก",0,1,"N","N","Y","N","Y","N","N","N",3726
"กระบี่","ผู้ใหญ่",0,1,"N","N","Y","Y","N","Y","N","N",482
"กระบี่","ผู้สูงอายุ",1,1,"Y","N","Y","Y","N","N","N","N",343
"กระบี่","ผู้ใหญ่",0,1,"N","N","Y","N","Y","Y","N","N",401
"กระบี่","เด็ก",0,1,"N","N","Y","Y","Y","N","Y","N",122
"กระบี่","ผู้สูงอายุ",1,1,"Y","N","Y","N","Y","Y","N","N",68
"กระบี่","ผู้สูงอายุ",1,1,"Y","N","Y","N","Y","Y","Y","N",28
"กระบี่","ผู้ใหญ่",0,1,"Y","N","Y","N","N","N","Y","N",134
"กระบี่","เด็กอ่อน",0,1,"N","N","Y","Y","N","Y","Y","N",17
"กระบี่","ผู้ใหญ่",0,1,"N","N","Y","Y","Y","N","N","N",76
"กระบี่","ผู้ใหญ่",1,1,"N","Y","Y","N","Y","N","N","N",55
"กระบี่","ผู้ใหญ่",0,1,"Y","N","Y","N","Y","N","Y","N",6
"กระบี่","ผู้สูงอายุ",0,1,"N","N","Y","Y","Y","N","N","N",3
"กระบี่","ผู้สูงอายุ",1,1,"N","N","Y","Y","N","Y","N","N",3
"กระบี่","ผู้สูงอายุ",0,1,"Y","Y","Y","N","N","N","N","Y",3
"กระบี่","ผู้สูงอายุ",0,1,"Y","N","Y","N","N","N","N","Y",7
"กระบี่","ผู้ใหญ่",0,1,"Y","Y","Y","N","N","Y","N","N",4
"กระบี่","ผู้สูงอายุ",1,1,"Y","Y","Y","N","N","N","N","Y",5
"กระบี่","เด็กก่อนวัยเรียน",0,1,"N","N","Y","Y","Y","Y","N","N",1
"กระบี่","ผู้ใหญ่",0,1,"Y","N","Y","Y","Y","Y","Y","N",1
"กระบี่","ผู้ใหญ่",0,1,"Y","Y","Y","N","Y","N","Y","N",1
"กระบี่","ผู้ใหญ่",1,0,"N","Y","NA","NA","NA","NA","NA","NA",547
"กระบี่","ผู้ใหญ่",1,1,"N","N","Y","N","Y","Y","N","N",113
"กระบี่","ผู้ใหญ่",1,1,"N","N","Y","N","N","Y","N","N",983
"กระบี่","ผู้สูงอายุ",0,1,"Y","N","Y","N","Y","N","Y","N",37
"กระบี่","ผู้สูงอายุ",1,1,"N","N","Y","N","N","N","Y","N",32
"กระบี่","เด็กก่อนวัยเรียน",0,1,"N","N","Y","Y","N","N","Y","N",82
"กระบี่","เด็กก่อนวัยเรียน",0,1,"N","N","Y","N","N","Y","Y","N",52
"กระบี่","ผู้สูงอายุ",1,1,"N","Y","N","N","N","N","N","N",11
"กระบี่","ผู้ใหญ่",1,1,"N","N","Y","Y","Y","N","Y","N",69
"กระบี่","ผู้ใหญ่",1,1,"N","Y","Y","Y","N","N","N","N",27
"กระบี่","ผู้สูงอายุ",0,1,"N","N","Y","N","Y","Y","N","N",12
"กระบี่","ผู้สูงอายุ",1,1,"Y","Y","Y","N","Y","N","N","N",28
"กระบี่","ผู้ใหญ่",0,1,"N","Y","Y","Y","N","Y","N","N",24
"กระบี่","ผู้สูงอายุ",1,1,"N","N","Y","N","N","Y","Y","N",5
"กระบี่","ผู้ใหญ่",0,1,"N","N","Y","N","N","Y","N","Y",7
"กระบี่","เด็กก่อนวัยเรียน",0,1,"N","N","Y","Y","Y","N","N","N",8
"กระบี่","ผู้ใหญ่",0,1,"N","N","Y","Y","N","N","Y","Y",1
"กระบี่","ผู้สูงอายุ",1,1,"N","Y","Y","N","N","N","Y","N",1
"กระบี่","ผู้สูงอายุ",0,1,"N","N","Y","Y","Y","Y","Y","N",1
"กระบี่","เด็ก",0,1,"N","N","Y","Y","N","N","N","N",676
"กระบี่","เด็กอ่อน",0,1,"N","N","Y","N","Y","Y","N","N",20
"กระบี่","ผู้สูงอายุ",0,1,"N","N","Y","Y","N","N","Y","N",31
"กระบี่","ผู้ใหญ่",0,1,"N","Y","Y","N","Y","N","Y","N",8
"กระบี่","ผู้ใหญ่",0,1,"N","N","Y","N","N","N","N","Y",36
"กระบี่","ผู้สูงอายุ",1,1,"Y","Y","Y","Y","N","N","N","N",31
"กระบี่","ผู้ใหญ่",1,1,"Y","N","Y","N","Y","N","N","N",9
"กระบี่","ผู้สูงอายุ",0,1,"Y","Y","Y","Y","N","Y","Y","Y",1
"กระบี่","เด็กอ่อน",0,1,"N","N","Y","Y","Y","N","Y","N",5
"กระบี่","เด็ก",0,1,"Y","N","N","N","N","N","N","N",3
"กระบี่","ผู้สูงอายุ",0,1,"Y","N","Y","Y","N","N","Y","Y",2
"กระบี่","ผู้สูงอายุ",1,1,"N","N","Y","Y","Y","Y","N","N",1
"กระบี่","ผู้สูงอายุ",1,1,"Y","N","Y","Y","N","Y","N","Y",1
"กระบี่","ผู้ใหญ่",1,1,"Y","N","Y","Y","N","Y","Y","N",1
"กระบี่","เด็ก",0,1,"N","N","Y","Y","N","Y","Y","Y",1
"กระบี่","ผู้ใหญ่",0,1,"N","N","Y","N","Y","N","Y","N",569
"กระบี่","เด็กอ่อน",0,1,"N","N","Y","Y","N","N","N","N",99
"กระบี่","ผู้สูงอายุ",1,1,"Y","Y","Y","Y","N","Y","Y","N",12
"กระบี่","เด็ก",0,1,"N","Y","Y","N","Y","N","N","N",41
"กระบี่","ผู้ใหญ่",0,1,"N","Y","Y","N","Y","Y","N","N",22
"กระบี่","ผู้ใหญ่",1,1,"N","Y","Y","N","Y","Y","Y","N",8
"กระบี่","ผู้สูงอายุ",0,1,"Y","Y","Y","Y","N","N","Y","N",18
"กระบี่","เด็กอ่อน",0,1,"Y","N","N","N","N","N","N","N",1
"กระบี่","ผู้สูงอายุ",1,1,"Y","Y","Y","N","Y","N","Y","N",3
"กระบี่","เด็กก่อนวัยเรียน",0,1,"N","N","Y","N","N","N","Y","Y",1
"กระบี่","ผู้ใหญ่",1,1,"N","Y","Y","Y","N","Y","N","Y",1
"กระบี่","เด็ก",0,1,"N","N","Y","N","N","Y","N","N",1290
"กระบี่","ผู้สูงอายุ",0,1,"Y","N","Y","Y","N","N","N","N",492
"กระบี่","ผู้สูงอายุ",1,1,"Y","Y","Y","N","N","Y","Y","N",27
"กระบี่","ผู้ใหญ่",0,1,"Y","N","Y","Y","N","N","N","N",25
"กระบี่","ผู้สูงอายุ",1,1,"Y","N","Y","Y","N","N","Y","N",145
"กระบี่","ผู้ใหญ่",0,1,"N","N","Y","Y","Y","Y","N","N",34
"กระบี่","ผู้สูงอายุ",1,1,"Y","N","Y","N","Y","N","N","N",294
"กระบี่","ผู้ใหญ่",0,1,"Y","N","Y","Y","N","N","Y","N",7
"กระบี่","เด็ก",0,1,"N","Y","Y","N","Y","Y","N","N",8
"กระบี่","ผู้สูงอายุ",1,1,"Y","N","Y","Y","Y","N","N","N",9
"กระบี่","เด็ก",0,1,"N","N","Y","N","Y","Y","Y","Y",3
"กระบี่","ผู้สูงอายุ",1,1,"Y","Y","Y","N","Y","Y","N","N",12
"กระบี่","ผู้สูงอายุ",0,1,"N","Y","Y","N","N","Y","N","N",5
"กระบี่","ผู้ใหญ่",0,1,"N","Y","Y","Y","Y","Y","N","N",3
"กระบี่","เด็กก่อนวัยเรียน",0,1,"N","N","Y","N","Y","Y","Y","N",3
"กระบี่","ผู้สูงอายุ",0,1,"Y","N","Y","N","N","N","Y","Y",5
"กระบี่","ผู้สูงอายุ",0,1,"N","N","Y","Y","Y","N","Y","N",1
"กระบี่","ผู้สูงอายุ",0,1,"Y","Y","Y","Y","Y","N","N","N",2
"กระบี่","ผู้สูงอายุ",1,0,"N","Y","NA","NA","NA","NA","NA","NA",12
"กระบี่","ผู้สูงอายุ",1,0,"N","N","NA","NA","NA","NA","NA","NA",369
"กระบี่","ผู้สูงอายุ",0,1,"Y","N","Y","N","N","Y","Y","N",288
"กระบี่","ผู้สูงอายุ",0,1,"Y","Y","N","N","N","N","N","N",932
"กระบี่","ผู้สูงอายุ",1,1,"Y","N","Y","Y","N","Y","Y","N",104
"กระบี่","ผู้ใหญ่",1,1,"N","Y","Y","N","N","N","Y","N",113
"กระบี่","ผู้สูงอายุ",1,1,"N","N","N","N","N","N","N","N",399
"กระบี่","เด็กก่อนวัยเรียน",0,1,"N","N","Y","Y","N","N","N","N",118
"กระบี่","เด็กอ่อน",0,1,"N","N","Y","N","N","N","Y","N",393
"กระบี่","เด็กก่อนวัยเรียน",0,1,"N","N","Y","Y","Y","N","Y","N",16
"กระบี่","ผู้ใหญ่",1,1,"N","N","Y","N","Y","N","Y","N",192
"กระบี่","ผู้สูงอายุ",0,1,"Y","N","Y","N","Y","Y","N","N",68
"กระบี่","ผู้ใหญ่",0,1,"Y","N","Y","N","N","Y","N","N",36
"กระบี่","ผู้สูงอายุ",1,1,"Y","Y","Y","N","N","Y","N","N",154
"กระบี่","ผู้สูงอายุ",1,1,"Y","N","Y","N","Y","N","Y","N",47
"กระบี่","ผู้ใหญ่",0,1,"Y","N","Y","N","Y","N","N","N",34
"กระบี่","ผู้ใหญ่",1,1,"N","N","Y","Y","Y","Y","Y","N",25
"กระบี่","ผู้ใหญ่",0,1,"Y","Y","N","N","N","N","N","N",55
"กระบี่","ผู้ใหญ่",1,1,"N","Y","Y","N","N","Y","Y","N",20
"กระบี่","เด็ก",0,1,"N","Y","Y","Y","N","Y","N","N",1
"กระบี่","ผู้ใหญ่",0,1,"N","Y","Y","N","N","Y","N","Y",2
"กระบี่","ผู้สูงอายุ",1,1,"N","N","Y","Y","Y","N","Y","N",1
"กระบี่","ผู้ใหญ่",1,1,"Y","N","Y","Y","N","N","N","N",3
"กระบี่","ผู้ใหญ่",0,1,"N","N","Y","N","Y","N","N","N",4801
"กระบี่","ผู้สูงอายุ",0,1,"N","N","N","N","N","N","N","N",4909
"กระบี่","ผู้ใหญ่",0,1,"N","Y","Y","N","N","Y","N","N",95
"กระบี่","ผู้ใหญ่",1,1,"N","Y","Y","Y","N","Y","N","N",17
"กระบี่","ผู้ใหญ่",1,1,"Y","N","Y","N","N","Y","N","N",13
"กระบี่","ผู้สูงอายุ",0,1,"Y","Y","Y","Y","N","Y","Y","N",12
"กระบี่","เด็กอ่อน",0,1,"N","N","Y","Y","Y","N","N","N",4
"กระบี่","ผู้ใหญ่",1,1,"N","N","Y","N","N","N","Y","Y",3
"กระบี่","เด็กอ่อน",0,1,"N","N","Y","N","N","N","Y","Y",1
"กระบี่","ผู้สูงอายุ",1,1,"N","Y","Y","N","Y","N","N","N",1
"กระบี่","ผู้ใหญ่",1,0,"Y","N","NA","NA","NA","NA","NA","NA",56
"กระบี่","ผู้ใหญ่",0,1,"N","N","N","N","N","N","N","N",137263
"กระบี่","ผู้สูงอายุ",1,1,"Y","N","Y","N","N","N","Y","N",956
"กระบี่","ผู้ใหญ่",1,1,"N","Y","N","N","N","N","N","N",988
"กระบี่","ผู้ใหญ่",0,1,"Y","N","N","N","N","N","N","N",1482
"กระบี่","เด็ก",0,1,"N","N","Y","Y","N","Y","N","N",109
"กระบี่","ผู้สูงอายุ",0,1,"Y","Y","Y","N","N","Y","Y","N",30
"กระบี่","เด็กอ่อน",0,1,"N","N","Y","N","N","Y","Y","N",28
"กระบี่","ผู้สูงอายุ",0,1,"Y","Y","Y","N","Y","N","N","N",25
"กระบี่","ผู้สูงอายุ",0,1,"N","N","Y","Y","N","Y","Y","N",18
"กระบี่","ผู้ใหญ่",0,1,"Y","N","Y","Y","Y","N","N","N",4
"กระบี่","เด็กก่อนวัยเรียน",0,1,"N","Y","Y","N","N","N","Y","N",1
"กระบี่","ผู้ใหญ่",0,1,"N","N","Y","N","N","Y","N","N",5108
"กระบี่","เด็ก",0,1,"N","N","Y","Y","Y","N","N","N",65
"กระบี่","เด็กอ่อน",0,1,"N","N","Y","Y","N","N","Y","N",48
"กระบี่","เด็กอ่อน",0,1,"N","N","Y","N","Y","Y","Y","N",2
"กระบี่","ผู้ใหญ่",1,1,"N","N","Y","N","N","N","N","Y",4
"กระบี่","ผู้ใหญ่",1,1,"N","Y","Y","Y","Y","N","N","N",1
"กระบี่","ผู้ใหญ่",0,1,"N","N","Y","N","Y","Y","Y","Y",3
"กระบี่","ผู้สูงอายุ",1,1,"Y","Y","Y","Y","Y","N","N","N",2
"กระบี่","ผู้ใหญ่",1,0,"Y","Y","NA","NA","NA","NA","NA","NA",7
"กระบี่","ผู้ใหญ่",1,1,"N","N","Y","N","N","N","Y","N",2339
"กระบี่","ผู้สูงอายุ",0,1,"Y","N","Y","N","N","N","Y","N",1854
"กระบี่","ผู้ใหญ่",0,1,"N","N","Y","Y","N","Y","Y","N",334
"กระบี่","ผู้สูงอายุ",0,1,"N","Y","N","N","N","N","N","N",44
"กระบี่","ผู้ใหญ่",1,1,"N","N","Y","Y","N","Y","Y","N",121
"กระบี่","ผู้สูงอายุ",1,1,"N","N","Y","N","Y","N","N","N",15
"กระบี่","เด็กอ่อน",0,1,"N","N","Y","N","Y","N","Y","N",27
"กระบี่","ผู้ใหญ่",0,1,"N","Y","Y","Y","N","N","N","N",32
"กระบี่","ผู้ใหญ่",0,1,"Y","Y","Y","Y","N","Y","N","N",1
"กระบี่","เด็ก",0,1,"N","Y","Y","Y","N","Y","Y","N",3
"กระบี่","เด็กอ่อน",0,1,"N","Y","N","N","N","N","N","N",6
"กระบี่","ผู้สูงอายุ",1,1,"Y","Y","Y","Y","N","Y","N","Y",1
"กระบี่","เด็กก่อนวัยเรียน",0,1,"N","N","N","N","N","N","N","N",4965
"กระบี่","ผู้สูงอายุ",0,1,"Y","N","Y","N","N","Y","N","N",1320
"กระบี่","เด็ก",0,1,"N","Y","N","N","N","N","N","N",271
"กระบี่","เด็กอ่อน",0,1,"N","N","Y","N","N","Y","N","N",153
"กระบี่","ผู้ใหญ่",1,1,"N","N","Y","N","Y","Y","Y","N",23
"กระบี่","ผู้สูงอายุ",1,1,"Y","Y","Y","N","N","N","Y","N",89
"กระบี่","เด็ก",0,1,"N","N","Y","N","Y","Y","N","N",244
"กระบี่","เด็ก",0,1,"N","N","Y","N","N","N","Y","Y",5
"กระบี่","ผู้สูงอายุ",0,1,"Y","Y","Y","Y","N","N","N","N",37
"กระบี่","ผู้สูงอายุ",0,1,"N","Y","Y","N","Y","N","N","N",1
"กระบี่","เด็กอ่อน",0,1,"N","N","Y","Y","N","Y","N","N",14
"กระบี่","เด็กก่อนวัยเรียน",0,1,"N","N","Y","Y","N","Y","N","N",12
"กระบี่","ผู้ใหญ่",1,1,"N","Y","Y","Y","N","Y","Y","N",8
"กระบี่","ผู้ใหญ่",1,1,"Y","N","Y","Y","N","N","Y","N",2
"กระบี่","ผู้ใหญ่",0,1,"Y","Y","Y","N","N","Y","Y","N",1
"กระบี่","ผู้ใหญ่",0,1,"N","N","Y","Y","N","Y","N","Y",1
"กระบี่","เด็ก",0,1,"N","Y","Y","Y","Y","N","N","N",2
"กระบี่","ผู้ใหญ่",0,1,"Y","N","Y","Y","Y","Y","N","N",1
"กระบี่","ผู้ใหญ่",0,1,"N","N","Y","Y","N","N","N","N",2451
"กระบี่","ผู้ใหญ่",0,1,"N","Y","N","N","N","N","N","N",1297
"กระบี่","ผู้สูงอายุ",0,1,"Y","N","Y","N","Y","N","N","N",417
"กระบี่","ผู้สูงอายุ",0,1,"N","N","Y","N","N","N","Y","N",353
"กระบี่","ผู้สูงอายุ",1,1,"Y","N","Y","Y","Y","Y","N","N",15
"กระบี่","เด็กก่อนวัยเรียน",0,1,"N","Y","Y","N","Y","N","N","N",5
"กระบี่","ผู้ใหญ่",0,1,"Y","N","Y","Y","N","Y","Y","N",5
"กระบี่","ผู้ใหญ่",1,1,"N","N","Y","Y","N","Y","N","N",95
"กระบี่","ผู้สูงอายุ",1,1,"Y","Y","Y","N","Y","Y","Y","N",1
"กระบี่","ผู้สูงอายุ",1,1,"N","N","Y","N","Y","Y","N","N",4
"กระบี่","ผู้ใหญ่",1,1,"N","N","Y","Y","Y","N","N","N",18
"กระบี่","ผู้ใหญ่",1,1,"N","Y","Y","N","Y","Y","N","N",23
"กระบี่","ผู้ใหญ่",0,1,"Y","Y","Y","N","Y","N","N","N",3
"กระบี่","ผู้ใหญ่",1,1,"N","Y","Y","N","Y","Y","Y","Y",1
"กระบี่","ผู้ใหญ่",0,1,"N","N","Y","Y","Y","Y","N","Y",2
"กระบี่","ผู้ใหญ่",1,1,"N","N","Y","N","Y","Y","Y","Y",1
"กระบี่","ผู้ใหญ่",1,1,"Y","Y","Y","N","Y","N","N","N",1
"กระบี่","ผู้ใหญ่",1,1,"N","N","N","N","N","N","N","N",20275
"กระบี่","ผู้สูงอายุ",0,1,"Y","N","Y","Y","N","N","Y","N",232
"กระบี่","ผู้สูงอายุ",0,1,"Y","Y","Y","Y","N","Y","N","N",38
"กระบี่","ผู้สูงอายุ",0,1,"Y","N","Y","N","Y","Y","Y","N",14
"กระบี่","ผู้สูงอายุ",0,1,"N","N","Y","Y","N","Y","N","N",64
"กระบี่","ผู้ใหญ่",0,1,"N","Y","Y","Y","N","Y","Y","N",15
"กระบี่","เด็ก",0,1,"N","Y","Y","Y","N","N","Y","N",5
"กระบี่","เด็ก",0,1,"N","N","Y","N","N","Y","N","Y",3
"กระบี่","ผู้สูงอายุ",0,1,"Y","Y","Y","N","Y","N","Y","N",2
"กระบี่","ผู้สูงอายุ",0,1,"N","N","Y","N","N","N","N","Y",1
"กระบี่","เด็กก่อนวัยเรียน",0,1,"N","N","Y","N","N","N","Y","N",627
"กระบี่","ผู้สูงอายุ",0,1,"Y","N","Y","Y","N","Y","N","N",225
"กระบี่","ผู้ใหญ่",1,1,"N","N","Y","N","Y","N","N","N",1126
"กระบี่","ผู้สูงอายุ",0,1,"Y","N","Y","Y","Y","Y","N","N",6
"กระบี่","ผู้ใหญ่",0,1,"N","N","Y","Y","Y","Y","Y","N",59
"กระบี่","ผู้ใหญ่",0,1,"N","Y","Y","Y","Y","N","N","N",3
"กระบี่","ผู้สูงอายุ",1,1,"N","N","Y","Y","N","Y","Y","N",2
"กระบี่","ผู้สูงอายุ",1,1,"Y","N","Y","Y","Y","N","Y","N",23
"กระบี่","ผู้สูงอายุ",0,1,"Y","N","Y","Y","Y","Y","Y","N",5
"กระบี่","ผู้ใหญ่",0,1,"Y","N","Y","N","N","Y","Y","N",7
"กระบี่","ผู้สูงอายุ",0,1,"Y","Y","Y","Y","Y","Y","Y","N",1
"กระบี่","ผู้ใหญ่",0,1,"N","Y","Y","Y","Y","Y","Y","N",1
"กระบี่","ผู้ใหญ่",1,1,"N","N","Y","Y","N","Y","N","Y",1
"กระบี่","ผู้สูงอายุ",1,1,"Y","N","N","N","N","N","N","N",9276
"กระบี่","ผู้สูงอายุ",0,1,"N","N","Y","N","Y","N","N","N",78
"กระบี่","เด็ก",0,1,"N","N","Y","Y","Y","Y","Y","N",35
"กระบี่","ผู้สูงอายุ",1,1,"Y","Y","Y","Y","N","Y","N","N",22
"กระบี่","ผู้ใหญ่",0,1,"N","N","Y","N","N","N","Y","Y",8
"กระบี่","เด็ก",0,1,"N","Y","Y","N","Y","Y","Y","N",1
"กระบี่","ผู้ใหญ่",1,1,"N","Y","Y","Y","Y","Y","Y","N",2
"กระบี่","ผู้สูงอายุ",1,1,"Y","N","Y","N","N","Y","N","N",994
"กระบี่","เด็กก่อนวัยเรียน",0,1,"N","N","Y","N","Y","N","N","N",317
"กระบี่","ผู้สูงอายุ",0,1,"N","N","Y","N","N","Y","N","N",339
"กระบี่","ผู้สูงอายุ",1,1,"N","N","Y","Y","N","N","N","N",15
"กระบี่","เด็ก",0,1,"N","N","Y","Y","N","Y","Y","N",84
"กระบี่","เด็ก",0,1,"N","N","Y","Y","Y","Y","N","N",15
"กระบี่","ผู้ใหญ่",1,1,"N","Y","Y","N","N","Y","N","N",101
"กระบี่","ผู้สูงอายุ",0,1,"Y","N","Y","Y","Y","N","N","N",4
"กระบี่","ผู้สูงอายุ",1,1,"Y","N","Y","Y","Y","Y","N","Y",1
"กระบี่","ผู้ใหญ่",0,1,"N","N","Y","Y","N","Y","Y","Y",3
"กระบี่","ผู้สูงอายุ",0,1,"Y","Y","Y","Y","Y","Y","N","N",1
"กระบี่","ผู้สูงอายุ",0,1,"Y","N","Y","N","N","Y","N","Y",1
"กระบี่","ผู้สูงอายุ",0,1,"Y","N","N","N","N","N","N","N",17615
"กระบี่","ผู้สูงอายุ",1,1,"Y","Y","N","N","N","N","N","N",849
"กระบี่","ผู้ใหญ่",1,1,"N","N","Y","Y","N","N","Y","N",371
"กระบี่","ผู้ใหญ่",0,1,"N","N","Y","N","Y","Y","Y","N",86
"กระบี่","ผู้สูงอายุ",0,1,"Y","N","Y","Y","N","Y","Y","N",103
"กระบี่","ผู้ใหญ่",0,1,"N","Y","Y","N","Y","N","N","N",55
"กระบี่","ผู้สูงอายุ",1,1,"Y","N","Y","Y","N","Y","N","N",152
"กระบี่","ผู้ใหญ่",0,1,"N","Y","Y","Y","N","N","Y","N",20
"กระบี่","ผู้ใหญ่",0,1,"N","Y","Y","N","N","N","Y","N",125
"กระบี่","ผู้สูงอายุ",0,1,"Y","Y","Y","N","N","N","Y","N",104
"กระบี่","เด็กอ่อน",0,1,"N","N","Y","N","Y","N","N","N",212
"กระบี่","ผู้สูงอายุ",1,1,"N","N","Y","N","N","Y","N","N",31
"กระบี่","เด็ก",0,1,"N","N","Y","N","Y","Y","Y","N",50
"กระบี่","เด็กก่อนวัยเรียน",0,1,"N","N","Y","N","Y","N","Y","N",45
"กระบี่","ผู้สูงอายุ",1,1,"Y","Y","Y","Y","N","N","Y","N",14
"กระบี่","เด็กก่อนวัยเรียน",0,1,"N","Y","N","N","N","N","N","N",18
"กระบี่","เด็ก",0,1,"N","Y","Y","N","N","N","Y","N",32
"กระบี่","ผู้ใหญ่",1,1,"Y","N","Y","N","N","N","Y","N",16
"กระบี่","ผู้ใหญ่",1,1,"N","Y","Y","N","Y","N","Y","N",8
"กระบี่","ผู้ใหญ่",1,1,"N","Y","Y","Y","Y","N","Y","N",3
"กระบี่","เด็ก",0,1,"N","N","Y","N","N","N","N","Y",10
"กระบี่","ผู้สูงอายุ",0,1,"N","Y","Y","Y","N","N","N","N",2
"กระบี่","ผู้ใหญ่",1,1,"N","N","Y","Y","Y","Y","N","N",8
"กระบี่","ผู้สูงอายุ",0,1,"N","N","Y","N","Y","N","Y","N",4
"กระบี่","ผู้สูงอายุ",0,1,"N","Y","Y","N","N","Y","Y","N",1
"กระบี่","ผู้ใหญ่",1,1,"Y","Y","Y","N","N","N","Y","N",1
"กระบี่","ผู้ใหญ่",1,0,"N","N","NA","NA","NA","NA","NA","NA",12325
"กระบี่","ผู้สูงอายุ",1,0,"Y","Y","NA","NA","NA","NA","NA","NA",397
"กระบี่","เด็กอ่อน",0,1,"N","N","N","N","N","N","N","N",2561
"กระบี่","ผู้ใหญ่",0,1,"N","N","Y","Y","N","N","Y","N",1546
"กระบี่","เด็กก่อนวัยเรียน",0,1,"N","N","Y","N","N","Y","N","N",209
"กระบี่","ผู้สูงอายุ",0,1,"N","N","Y","Y","N","N","N","N",120
"กระบี่","ผู้ใหญ่",0,1,"N","Y","Y","N","Y","Y","Y","N",6
"กระบี่","ผู้สูงอายุ",1,1,"Y","Y","Y","Y","Y","Y","Y","N",3
"กระบี่","เด็ก",0,1,"N","Y","Y","N","Y","N","Y","N",7
"กระบี่","เด็ก",0,1,"N","Y","Y","Y","N","N","N","N",6
"กระบี่","ผู้ใหญ่",1,1,"N","Y","Y","Y","Y","Y","N","N",5
"กระบี่","เด็กก่อนวัยเรียน",0,1,"Y","Y","N","N","N","N","N","N",1
"กระบี่","เด็ก",0,1,"N","N","N","N","N","N","N","N",32534
"กระบี่","เด็ก",0,1,"N","N","Y","N","Y","N","Y","N",458
"กระบี่","เด็ก",0,1,"N","N","Y","N","N","Y","Y","N",279
"กระบี่","ผู้สูงอายุ",0,1,"Y","Y","Y","N","N","Y","N","N",145
